# Time (s),Elevator (deg),Throttle,Pitch Rate (deg/s),Pitch Angle (deg),Altitude (m)
3.729999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.638806255142517898e+01,-7.825805069773059586e+01,2.194227159983721620e+01
3.740000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.632486895270556460e+01,-7.815908834773081537e+01,2.156009150992337808e+01
3.750000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.628717076573965983e+01,-7.804942925433778100e+01,2.117732908134490799e+01
3.760000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.627351676871159469e+01,-7.792969507780875915e+01,2.079399279091918373e+01
3.770000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.628293683577133777e+01,-7.780054952695043369e+01,2.041009113092079730e+01
3.780000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.631491131028273855e+01,-7.766268946493228498e+01,2.002563261042241294e+01
3.790000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.636931495852284257e+01,-7.751683698423231306e+01,1.964062575675974642e+01
3.800000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.644634070433352946e+01,-7.736373246537651482e+01,1.925507911681053130e+01
3.810000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.654640871700743787e+01,-7.720412856404263380e+01,1.886900125779967752e+01
3.820000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.667006654606534966e+01,-7.703878501904434017e+01,1.848240076737496906e+01
3.830000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.681788585589197993e+01,-7.686846414066560840e+01,1.809528625273392066e+01
3.839999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.699036094949035203e+01,-7.669392682365564440e+01,1.770766633862273665e+01
3.850000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.718781372037486221e+01,-7.651592892971163451e+01,1.731954966407153051e+01
3.859999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.741030897931943855e+01,-7.633521789748932918e+01,1.693094487777483792e+01
3.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.765758331369715961e+01,-7.615252946076670071e+01,1.654186063207205137e+01
3.879999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.792898979620548516e+01,-7.596858438399650026e+01,1.615230557552781931e+01
3.890000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.822346000841218228e+01,-7.578408515598367501e+01,1.576228834415640101e+01
3.899999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.853948401963115344e+01,-7.559971261406647614e+01,1.537181755137567940e+01
3.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.887510819420520392e+01,-7.541612250071236190e+01,1.498090177681476476e+01
3.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.922795001501422973e+01,-7.523394198014939604e+01,1.458954955413297050e+01
3.930000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.959522852606576748e+01,-7.505376616338718065e+01,1.419776935803650630e+01
3.939999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.997380852407949448e+01,-7.487615470510402815e+01,1.380556959070172418e+01
3.950000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.036025627377923541e+01,-7.470162854522247642e+01,1.341295856782949336e+01
3.959999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.075090428450312885e+01,-7.453066687178908012e+01,1.301994450456404095e+01
3.970000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.114192256242813528e+01,-7.436370438053900500e+01,1.262653550151108384e+01
3.979999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.152939373502790232e+01,-7.420112890100254788e+01,1.223273953108447643e+01
3.990000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.190938952117591754e+01,-7.404327945006271250e+01,1.183856442439828527e+01
4.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.227804617821642807e+01,-7.389044476241024029e+01,1.144401785890276280e+01
4.009999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.263163678160145764e+01,-7.374286233426427373e+01,1.104910734693900309e+01
4.020000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.296663846791105357e+01,-7.360071800285933818e+01,1.065384022535902631e+01
4.030000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.327979308279672210e+01,-7.346414607027310240e+01,1.025822364632695027e+01
4.040000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.356816000672299083e+01,-7.333322996679140715e+01,9.862264569383796697e+00
4.049999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.382916026945658672e+01,-7.320800343665561627e+01,9.465969754824762106e+00
4.060000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.406061139658698522e+01,-7.308845221806552672e+01,9.069345758404486091e+00
4.070000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.426075274714710872e+01,-7.297451617995483275e+01,8.672398927354283416e+00
4.080000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.442826139168149524e+01,-7.286609187044932412e+01,8.275135397666382175e+00
4.089999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.456225883787821118e+01,-7.276303542611194075e+01,7.877561092574804746e+00
4.099999999999999645e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.466230913109865952e+01,-7.266516578705427776e+01,7.479681722141416245e+00
4.110000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.472840903668294743e+01,-7.257226816068394726e+01,7.081502783839247250e+00
4.120000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.476097114844813518e+01,-7.248409767615555666e+01,6.683029564013850177e+00
4.129999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.476080086364291333e+01,-7.240038317236366083e+01,6.284267140097239412e+00
4.139999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.472906822052111409e+01,-7.232083106441116627e+01,5.885220383447753001e+00
4.150000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.466727561360335130e+01,-7.224512923673479747e+01,5.485893962692753867e+00
4.160000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.457722238753922284e+01,-7.217295091529402384e+01,5.086292347458902796e+00
4.169999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.446096726790966613e+01,-7.210395847624054966e+01,4.686419812386254158e+00
4.179999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.432078952144689765e+01,-7.203780715408319679e+01,4.286280441336880465e+00
4.190000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.415914965436770245e+01,-7.197414861833715349e+01,3.885878131725341689e+00
4.200000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.397865036120749949e+01,-7.191263439378488442e+01,3.485216598916195174e+00
4.209999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.378199833292454457e+01,-7.185291910555285710e+01,3.084299380652025580e+00
4.219999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.357196742698594960e+01,-7.179466353601296191e+01,2.683129841493276935e+00
4.230000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.335136359802127259e+01,-7.173753748583365564e+01,2.281711177267688129e+00
4.240000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.312299188919415371e+01,-7.168122243614830325e+01,1.880046419541609337e+00
4.250000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.288962569475869202e+01,-7.162541401260598661e+01,1.478138440137293674e+00
4.259999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.265397842563820774e+01,-7.156982425490252808e+01,1.075989955728914094e+00
4.270000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.241867764381940731e+01,-7.151418369716809309e+01,6.736035325551896769e-01
4.280000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.218624167865382901e+01,-7.145824326528969550e+01,2.709815912879570687e-01
4.290000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.195905869883149819e+01,-7.139762928832614364e+01,-1.318735879062375438e-01
4.299999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.202218037484946933e+01,-7.132836060172549253e+01,-5.349032419967505447e-01
4.310000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.227854079522123243e+01,-7.125094545706696181e+01,-9.381196421431691190e-01
4.320000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.265527166200514131e+01,-7.116594846870761160e+01,-1.341532583900355569e+00
4.330000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.310416243317315121e+01,-7.107416371493096108e+01,-1.745150167348278325e+00
4.339999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.359606333450325621e+01,-7.097659095009022678e+01,-2.148979371700189045e+00
4.350000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.411531672086469769e+01,-7.087439846939446397e+01,-2.553026465371526221e+00
4.360000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.465542430355973380e+01,-7.076888877363847996e+01,-2.957297287637405514e+00
4.370000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.521591973858124902e+01,-7.066147046014643252e+01,-3.361797438666016991e+00
4.379999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.580014488404724915e+01,-7.055363581862610545e+01,-3.766532406851368808e+00
4.389999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.641364544643677448e+01,-7.044694271611363945e+01,-4.171507654301163548e+00
4.400000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.706298042047172459e+01,-7.034299937261506841e+01,-4.576728675079110076e+00
4.410000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.775481232810120957e+01,-7.024345085392198484e+01,-4.982201036408762995e+00
4.419999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.849519776221178091e+01,-7.014996634160029032e+01,-5.387930410080082666e+00
4.429999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.928903185280903898e+01,-7.006422644633209984e+01,-5.793922599299490273e+00
4.440000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.013962092171696838e+01,-6.998791001638072373e+01,-6.200183564827025151e+00
4.450000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.104836924154746214e+01,-6.992268006897377575e+01,-6.606719453196614467e+00
4.459999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.201457173917911803e+01,-6.987016864431714680e+01,-7.013536628953271901e+00
4.469999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.303530688953613748e+01,-6.983196054905735650e+01,-7.420641712066944784e+00
4.480000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.410542436361097174e+01,-6.980957611335536228e+01,-7.828041620947680634e+00
4.490000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.521762114140427258e+01,-6.980445322634101046e+01,-8.235743620775348717e+00
4.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.636259836342703977e+01,-6.981792903140517126e+01,-8.643755376176718741e+00
4.509999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.752928955655130494e+01,-6.985122174950659257e+01,-9.052085006654893462e+00
4.520000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.870514928664915999e+01,-6.990541315135727984e+01,-9.460741142629883527e+00
4.530000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.987648993541336040e+01,-6.998143221633335997e+01,-9.869732979515166704e+00
4.540000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.102885329046014107e+01,-7.008004049805374791e+01,-1.027907032696113809e+01
4.549999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.214740305357912575e+01,-7.020181966686779163e+01,-1.068876365026350328e+01
4.560000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.321732425530689170e+01,-7.034716162298356323e+01,-1.109882410097475969e+01
4.570000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.422421592843012661e+01,-7.051626147700935121e+01,-1.150926353397084867e+01
4.580000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.515446422482132505e+01,-7.070911358444308803e+01,-1.192009450860263975e+01
4.589999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.599558442070807018e+01,-7.092551070452613260e+01,-1.233133027208213761e+01
4.600000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.673652188517625916e+01,-7.116504623898849502e+01,-1.274298472388617753e+01
4.610000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.736790400825250913e+01,-7.142711939891641748e+01,-1.315507236066921948e+01
4.620000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.788223720889314450e+01,-7.171094305354669984e+01,-1.356760820192101491e+01
4.629999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.827404537349433156e+01,-7.201555393719510789e+01,-1.398060769734297537e+01
4.639999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.853994831496002860e+01,-7.233982483227885041e+01,-1.439408661760947261e+01
4.650000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.867868099813401273e+01,-7.268247830859068870e+01,-1.480806093079227637e+01
4.660000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.869105626591755254e+01,-7.304210158138481290e+01,-1.522254666722970207e+01
4.669999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.857987555112038081e+01,-7.341716205206449786e+01,-1.563755977599651459e+01
4.679999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.834979351734064323e+01,-7.380602311305219132e+01,-1.605311597636470111e+01
4.690000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.800714370070126336e+01,-7.420695982991358619e+01,-1.646923060773589143e+01
4.700000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.755973300371344692e+01,-7.461817415586726554e+01,-1.688591848147845198e+01
4.709999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.701661332076614030e+01,-7.503780938333754591e+01,-1.730319373792778848e+01
4.719999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.638783866531363742e+01,-7.546396359143757593e+01,-1.772106971152453880e+01
4.730000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.568421594876917879e+01,-7.589470190502026981e+01,-1.813955880669286813e+01
4.740000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.491705706815086785e+01,-7.632806743882728995e+01,-1.855867238662326102e+01
4.750000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.409793923916035396e+01,-7.676209085886497974e+01,-1.897842067664472765e+01
4.759999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.323847961381657257e+01,-7.719479855303987392e+01,-1.939881268337319398e+01
4.770000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.235012919906451856e+01,-7.762421946589419974e+01,-1.981985613032735927e+01
4.780000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.144398999620672441e+01,-7.804839072049543347e+01,-2.024155741022896038e+01
4.790000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-6.053065815885092604e+01,-7.846536222721576337e+01,-2.066392155376669848e+01
4.799999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.962009486288955884e+01,-7.887320056739905283e+01,-2.108695221421401200e+01
4.810000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.872152553338359837e+01,-7.926999254199569123e+01,-2.151065166695903130e+01
4.820000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.784336711091229688e+01,-7.965384889118702461e+01,-2.193502082273551679e+01
4.830000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.699318218767365352e+01,-8.002290881673479817e+01,-2.236005925313852671e+01
4.839999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.617765811806071241e+01,-8.037534606363458067e+01,-2.278576522686750394e+01
4.850000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.540260861964608097e+01,-8.070937742171837215e+01,-2.321213575505945670e+01
4.860000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.467299493252993159e+01,-8.102327455969714265e+01,-2.363916664405148893e+01
4.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.399296329668790406e+01,-8.131538006036214483e+01,-2.406685255393888312e+01
4.879999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.336589533280504583e+01,-8.158412833441776968e+01,-2.449518706136565527e+01
4.889999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.279446786318626295e+01,-8.182807170131569308e+01,-2.492416272509116837e+01
4.900000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.228071877420921965e+01,-8.204591130762861440e+01,-2.535377115301140094e+01
4.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.182611568717904049e+01,-8.223653172061960959e+01,-2.578400306946914000e+01
4.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.143162445601161892e+01,-8.239903707053608173e+01,-2.621484838185627808e+01
4.929999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.109777483304989687e+01,-8.253278568699042239e+01,-2.664629624568636501e+01
4.940000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.082472102356747712e+01,-8.263741951794979457e+01,-2.707833512749066074e+01
4.950000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.061229527045014720e+01,-8.271288448310058072e+01,-2.751095286506012627e+01
4.959999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.046005305896448334e+01,-8.275943847130986342e+01,-2.794413672471451449e+01
4.969999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.036730899383914561e+01,-8.277764495546223600e+01,-2.837787345542399464e+01
4.980000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.033316286421678853e+01,-8.276835196920707460e+01,-2.881214933973553016e+01
4.990000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.035651586424330617e+01,-8.273265809805552351e+01,-2.924695024156336487e+01
5.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.043607736677419950e+01,-8.267186875180995287e+01,-2.968226165098931446e+01
5.009999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.057036304432402574e+01,-8.258744696281360120e+01,-3.011806872628372034e+01
5.020000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.075768548524349910e+01,-8.248096314618251768e+01,-3.055435633340225721e+01
5.030000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.099613875540305230e+01,-8.235404773514190424e+01,-3.099110908323871882e+01
5.040000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.128357859868603441e+01,-8.220834959927452701e+01,-3.142831136692094063e+01
5.049999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.161760014689170362e+01,-8.204550195782172750e+01,-3.186594738942891425e+01
5.060000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.199551511621994848e+01,-8.186709637077780144e+01,-3.230400120179338330e+01
5.070000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.241433050005448990e+01,-8.167466449384775729e+01,-3.274245673210303664e+01
5.080000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.287073072491867265e+01,-8.146966668592799010e+01,-3.318129781551200352e+01
5.089999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.336106511905620664e+01,-8.125348624763923056e+01,-3.362050822339988088e+01
5.100000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.388134235425196294e+01,-8.102742798916339950e+01,-3.406007169179697769e+01
5.110000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.442723326688739149e+01,-8.079271990240181367e+01,-3.449997194915066956e+01
5.120000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.499408315194324359e+01,-8.055051687835674556e+01,-3.494019274347677850e+01
5.129999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.557693426422999039e+01,-8.030190561250881842e+01,-3.538071786891467951e+01
5.139999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.617055886720702773e+01,-8.004791004282768085e+01,-3.582153119168737021e+01
5.150000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.676950275579157790e+01,-7.978949684600814862e+01,-3.626261667545842471e+01
5.160000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.736813876127363443e+01,-7.952758066804214820e+01,-3.670395840607663018e+01
5.169999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.796072934020626377e+01,-7.926302888336118713e+01,-3.714554061570493104e+01
5.179999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.854149697122540630e+01,-7.899906918702026815e+01,-3.758734770634229250e+01
5.190000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.883645468693439540e+01,-7.873799775794145717e+01,-3.802937785842256346e+01
5.200000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.900288036854124840e+01,-7.848076422988047796e+01,-3.847160855244970179e+01
5.209999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.893480534541798477e+01,-7.822867251067140160e+01,-3.891403073966301918e+01
5.219999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.870572630661115454e+01,-7.798229410220426416e+01,-3.935662670307335276e+01
5.230000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.827574411840598856e+01,-7.774221868225644982e+01,-3.979938478887935105e+01
5.240000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.768762855998188854e+01,-7.750859543247402428e+01,-4.024228943219914356e+01
5.250000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.693336677392766632e+01,-7.728061269700776847e+01,-4.068532787655586702e+01
5.259999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.615239781323268176e+01,-7.705707036872982485e+01,-4.112847956376497649e+01
5.270000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.535423884505353698e+01,-7.683741034478727272e+01,-4.157173012891972519e+01
5.280000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.456021264466163956e+01,-7.662096770985229455e+01,-4.201506464214824632e+01
5.290000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.377700173111215065e+01,-7.640709236795611048e+01,-4.245846894477200095e+01
5.299999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.301470628540887731e+01,-7.619513851356867917e+01,-4.290192880252009644e+01
5.310000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.227577542244578979e+01,-7.598451463297691078e+01,-4.334543048153752665e+01
5.320000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.156315242276253485e+01,-7.577468866097677846e+01,-4.378896038244393907e+01
5.330000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.087590795547040301e+01,-7.556521177159412161e+01,-4.423250529605252979e+01
5.339999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-5.021307434993273944e+01,-7.535572073825336759e+01,-4.467605224551177656e+01
5.350000000000000533e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.957208558494902206e+01,-7.514594387752248394e+01,-4.511958860883183320e+01
5.360000000000000320e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.895067027752762812e+01,-7.493569561426777170e+01,-4.556310205774296662e+01
5.370000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.834638414586250121e+01,-7.472487036870498400e+01,-4.600658062719352870e+01
5.379999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.775755534002279035e+01,-7.451343064318790255e+01,-4.645001270277628436e+01
5.389999999999999680e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.718316238995780765e+01,-7.430139450050791083e+01,-4.689338707033161313e+01
5.400000000000000355e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.662325693923691716e+01,-7.408882110122866038e+01,-4.733669292796993489e+01
5.410000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.607887845238631996e+01,-7.387579711986683151e+01,-4.777991992694931866e+01
5.419999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.555215571809422670e+01,-7.366242397350478655e+01,-4.822305819343156230e+01
5.429999999999999716e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.504615422905359168e+01,-7.344880740120753160e+01,-4.866609836150932011e+01
5.440000000000000391e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.456477565881921521e+01,-7.323504951608349245e+01,-4.910903159385649985e+01
5.450000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.411253072348365833e+01,-7.302124399441423463e+01,-4.955184960378122128e+01
5.459999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.369432631617041807e+01,-7.280747429236204482e+01,-4.999454466692147747e+01
5.469999999999999751e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.331519951779753796e+01,-7.259381490564501860e+01,-5.043710962897381478e+01
5.480000000000000426e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.298006738700763663e+01,-7.238033524504768934e+01,-5.087953790386566766e+01
5.490000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.269347065354124027e+01,-7.216710570128660152e+01,-5.132182346575135767e+01
5.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.245934680855175003e+01,-7.195420524329675516e+01,-5.176396083267081139e+01
5.509999999999999787e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.228082729345052826e+01,-7.174172990304607822e+01,-5.220594504421825377e+01
5.520000000000000462e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.216007679738205383e+01,-7.152980142879498260e+01,-5.264777163302731111e+01
5.530000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.209817336168894997e+01,-7.131857545419271105e+01,-5.308943659213973376e+01
5.540000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.209503673483948205e+01,-7.110824857490285922e+01,-5.353093633911860394e+01
5.549999999999999822e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.214940265181046897e+01,-7.089906384467208511e+01,-5.397226767883569210e+01
5.560000000000000497e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.225884349035114695e+01,-7.069131431575276281e+01,-5.441342776620076904e+01
5.570000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.241983057243242428e+01,-7.048534439471185920e+01,-5.485441407050713281e+01
5.580000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.262783402342410710e+01,-7.028154891780322089e+01,-5.529522434260123731e+01
