# Time (s),Elevator (deg),Throttle,Pitch Rate (deg/s),Pitch Angle (deg),Altitude (m)
1.850000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.078939526938753701e+01,-8.364017420629623700e+01,8.052887545904660271e+01
1.860000000000000098e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.076378625845217485e+01,-8.363536279171452748e+01,8.029349219668709736e+01
1.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.070427935824264054e+01,-8.361950623224910828e+01,8.005680954085734413e+01
1.880000000000000115e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.061637042810543363e+01,-8.359284122437512110e+01,7.981883283361190706e+01
1.890000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.050554894435349951e+01,-8.355571692232069836e+01,7.957956758674690434e+01
1.900000000000000133e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.037723755428438821e+01,-8.350857560965181392e+01,7.933901948003817495e+01
1.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.023673725766872522e+01,-8.345193221195184208e+01,7.909719435836015577e+01
1.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.008917842220234817e+01,-8.338635377700175866e+01,7.885409822781166156e+01
1.929999999999999938e+00,2.500000000000000000e+01,9.868796623833564485e-01,-2.993947756114717862e+01,-8.331245567880830549e+01,7.860973725095247744e+01
1.939999999999999947e+00,2.500000000000000000e+01,8.811442676198913970e-01,-2.979161221466086218e+01,-8.323098430221477884e+01,7.836413398507674799e+01
1.949999999999999956e+00,2.500000000000000000e+01,7.770117493108321671e-01,-2.964481770334607802e+01,-8.314274543072446022e+01,7.811741732615911360e+01
1.959999999999999964e+00,2.500000000000000000e+01,6.840366773731233474e-01,-2.949950931418753441e+01,-8.304846837138300941e+01,7.786969926295746802e+01
1.969999999999999973e+00,2.500000000000000000e+01,6.007118369723681850e-01,-2.935722892489987501e+01,-8.294882496688722995e+01,7.762106753319854135e+01
1.979999999999999982e+00,2.500000000000000000e+01,5.248711700955642767e-01,-2.922016304367119588e+01,-8.284444236707646780e+01,7.737159084115083374e+01
1.989999999999999991e+00,2.500000000000000000e+01,4.548152208232060789e-01,-2.909082119497282193e+01,-8.273590545305503952e+01,7.712132344570477471e+01
2.000000000000000000e+00,2.500000000000000000e+01,3.892540086734199711e-01,-2.897183921294789855e+01,-8.262375515842080631e+01,7.687030836154377766e+01
2.010000000000000231e+00,2.500000000000000000e+01,3.271826958799551877e-01,-2.886585199052540318e+01,-8.250848603979711982e+01,7.661857957514678219e+01
2.020000000000000018e+00,2.500000000000000000e+01,2.677935460961133329e-01,-2.877540585117272443e+01,-8.239054437873537040e+01,7.636616359777679008e+01
2.030000000000000249e+00,2.500000000000000000e+01,2.104167952545923648e-01,-2.870289591888105107e+01,-8.227032718074117668e+01,7.611308055823597840e+01
2.040000000000000036e+00,2.500000000000000000e+01,1.544796451651776203e-01,-2.865052109396813051e+01,-8.214818207607399358e+01,7.585934496262298410e+01
2.049999999999999822e+00,2.500000000000000000e+01,9.947658663673032697e-02,-2.862025265441641508e+01,-8.202440799688302775e+01,7.560496620206139085e+01
2.060000000000000053e+00,2.500000000000000000e+01,4.494690606352523543e-02,-2.861381419084150224e+01,-8.189925646797853176e+01,7.534994885979860157e+01
2.069999999999999840e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.863267148628054670e+01,-8.177293118464325516e+01,7.509429284906362057e+01
2.080000000000000071e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.867799237514733690e+01,-8.164558236392062440e+01,7.483799543084867878e+01
2.089999999999999858e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.875037011238590878e+01,-8.151731843645893605e+01,7.458106151204714251e+01
2.100000000000000089e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.884988117840708810e+01,-8.138822139551714940e+01,7.432349599393126027e+01
2.109999999999999876e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.897618053743097732e+01,-8.125834707754519570e+01,7.406530377519459307e+01
2.120000000000000107e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.912855388413079893e+01,-8.112772751320346742e+01,7.380648974986266353e+01
2.129999999999999893e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.930595493208044999e+01,-8.099637397363957803e+01,7.354705880377522931e+01
2.140000000000000124e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.950703839101743142e+01,-8.086428020681393036e+01,7.328701581104456864e+01
2.149999999999999911e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.973019242872032919e+01,-8.073142566326446001e+01,7.302636563100722356e+01
2.160000000000000142e+00,2.500000000000000000e+01,0.000000000000000000e+00,-2.997357177043899412e+01,-8.059777862694191697e+01,7.276511310584709236e+01
2.169999999999999929e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.023513157770188542e+01,-8.046329921185574108e+01,7.250326305893300116e+01
2.180000000000000160e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.051266186894474330e+01,-8.032794220318105261e+01,7.224082029385759540e+01
2.189999999999999947e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.080382211071284715e+01,-8.019165972872221460e+01,7.197778959413672339e+01
2.200000000000000178e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.110617557185571869e+01,-8.005440374952276272e+01,7.171417572351333547e+01
2.209999999999999964e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.141722303717829590e+01,-7.991612835949783289e+01,7.144998342679970449e+01
2.220000000000000195e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.173443549927820939e+01,-7.977679188434451873e+01,7.118521743118448342e+01
2.229999999999999982e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.205528547880493306e+01,-7.963635877021357601e+01,7.091988244792622709e+01
2.240000000000000213e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.237727666010915328e+01,-7.949480125302844158e+01,7.065398317435138154e+01
2.250000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.269797156907975477e+01,-7.935210080009471767e+01,7.038752429607315264e+01
2.260000000000000231e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.301501706150983040e+01,-7.920824931687785408e+01,7.012051048934750952e+01
2.270000000000000018e+00,2.500000000000000000e+01,0.000000000000000000e+00,-3.332616743254622094e+01,-7.906325011357577637e+01,6.985294642348353022e+01
2.280000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.362930499980605958e+01,-7.891655878723571504e+01,6.958483676322835265e+01
2.290000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.395649956967790217e+01,-7.876776008851604161e+01,6.931566050996518413e+01
2.300000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.429496239661576595e+01,-7.861701351705380603e+01,6.904542458180320352e+01
2.310000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.463802362349706954e+01,-7.846435978179449933e+01,6.877413631724969889e+01
2.319999999999999840e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.498117057323872103e+01,-7.830982109670004832e+01,6.850180320581567628e+01
2.330000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.532070967592341049e+01,-7.815257009272518474e+01,6.822843280017666245e+01
2.339999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.570477865176313514e+01,-7.799186760133636653e+01,6.795403614725877617e+01
2.350000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.612247223810960151e+01,-7.782789556688352661e+01,6.767862053620103779e+01
2.359999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.656382106242122632e+01,-7.766083512368963682e+01,6.740219334033940868e+01
2.370000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.702006354532976218e+01,-7.749088713960867381e+01,6.712476200844339758e+01
2.379999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.748365945017926748e+01,-7.731827689516885016e+01,6.684633405249250870e+01
2.390000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.794821826966801126e+01,-7.714325543213897163e+01,6.656691703791288717e+01
2.399999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.840839838099260106e+01,-7.696609890414215727e+01,6.628651857558024574e+01
2.410000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.885980304260052520e+01,-7.678710671723914061e+01,6.600514631491792272e+01
2.419999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.929888379755337979e+01,-7.660659893271422050e+01,6.572280793751500028e+01
2.430000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.972285418826223236e+01,-7.642491322488028516e+01,6.543951115080976422e+01
2.439999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.012961321674945481e+01,-7.624240158492887076e+01,6.515526368150267444e+01
2.450000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.051767668252202981e+01,-7.605942690363488623e+01,6.487007326846956801e+01
2.459999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.088611429643127337e+01,-7.587635953154406820e+01,6.458394765503581425e+01
2.470000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.123449071668600396e+01,-7.569357389405972469e+01,6.429689458054598106e+01
2.479999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.156280907852055861e+01,-7.551144522442346840e+01,6.400892177122281623e+01
2.490000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.187145604156128087e+01,-7.533034646657527844e+01,6.372003693035500049e+01
2.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.216114779011561353e+01,-7.515064539050678150e+01,6.343024772788834298e+01
2.510000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.243287676513027407e+01,-7.497270195410398230e+01,6.313956178952046372e+01
2.520000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.268785917703775112e+01,-7.479686593723533861e+01,6.284798668541645839e+01
2.530000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.292748355032058072e+01,-7.462347486587457013e+01,6.255552991867352830e+01
2.540000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.315326069131825193e+01,-7.445285223638592242e+01,6.226219891366726245e+01
2.550000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.336677555944046247e+01,-7.428530604285538175e+01,6.196800100441186032e+01
2.560000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.356964156702014890e+01,-7.412112760364065878e+01,6.167294342306195176e+01
2.569999999999999840e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.376345784217105717e+01,-7.396059067726923786e+01,6.137703328867555541e+01
2.580000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.394976996888616583e+01,-7.380395085253536536e+01,6.108027759634668996e+01
2.589999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.413003467502140609e+01,-7.365144519322316796e+01,6.078268320680313508e+01
2.600000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.430558887679904956e+01,-7.350329211435938248e+01,6.048425683655014495e+01
2.609999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.447762341246416895e+01,-7.335969146429967225e+01,6.018500504862554834e+01
2.620000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.464716171166409708e+01,-7.322082478526736793e+01,5.988493424401580256e+01
2.629999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.481504355451443189e+01,-7.308685572415529919e+01,5.958405065376717147e+01
2.640000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.498191397834291649e+01,-7.295793056540634325e+01,5.928236033181142517e+01
2.649999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.514821729364182090e+01,-7.283417885852772145e+01,5.897986914851191642e+01
2.660000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.531419607641212366e+01,-7.271571411416390163e+01,5.867658278492377377e+01
2.669999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.547989491418460517e+01,-7.260263454455017040e+01,5.837250672775173399e+01
2.680000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.564516859962446915e+01,-7.249502382647348497e+01,5.806764626498071635e+01
2.689999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.580969439056387671e+01,-7.239295186746996080e+01,5.776200648214792466e+01
2.700000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.597298789007434294e+01,-7.229647555877298259e+01,5.745559225922099245e+01
2.709999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.613442204600810470e+01,-7.220563950139505494e+01,5.714840826804429952e+01
2.720000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.629324872721783635e+01,-7.212047669458524979e+01,5.684045897031504069e+01
2.729999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.644862230401238889e+01,-7.204100917867678788e+01,5.653174861605176460e+01
2.740000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.659962464361368006e+01,-7.196724862696244429e+01,5.622228124252052339e+01
2.750000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.674529092742832148e+01,-7.189919688365937134e+01,5.591206067358740484e+01
2.760000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.688463570552193715e+01,-7.183684644721972745e+01,5.560109051947057424e+01
2.770000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.701667862418405974e+01,-7.178018090018451858e+01,5.528937417686989875e+01
2.780000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.714046929404015174e+01,-7.172917528846021185e+01,5.497691482945749897e+01
2.790000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.725511080771303796e+01,-7.168379645431905089e+01,5.466371544871761046e+01
2.800000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.735978146627364538e+01,-7.164400332859239029e+01,5.434977879512909027e+01
2.810000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.745375433120160835e+01,-7.160974718845506004e+01,5.403510741968838005e+01
2.819999999999999840e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.753641428173610706e+01,-7.158097188789967902e+01,5.371970366577439648e+01
2.830000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.760727232469455572e+01,-7.155761406848999684e+01,5.340356967135984689e+01
2.839999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.766597697339805251e+01,-7.153960335827491690e+01,5.308670737157557795e+01
2.850000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.771232258260630488e+01,-7.152686256685304045e+01,5.276911850163569540e+01
2.859999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.774625459571962693e+01,-7.151930788451193166e+01,5.245080460013143409e+01
2.870000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.776787172743165399e+01,-7.151684909313549099e+01,5.213176701270104729e+01
2.879999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.777742516811702700e+01,-7.151938979618483927e+01,5.181200689608139243e+01
2.890000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.777531495427051311e+01,-7.152682767451852897e+01,5.149152522254460251e+01
2.899999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.776208370121302949e+01,-7.153905477413438518e+01,5.117032278472017737e+01
2.910000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.773840793917656811e+01,-7.155595783109599495e+01,5.084840020079920464e+01
2.919999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.770508733111331168e+01,-7.157741863795926918e+01,5.052575792011362665e+01
2.930000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.766303207969826872e+01,-7.160331445495600633e+01,5.020239622907899246e+01
2.939999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.761324885177871380e+01,-7.163351846803169565e+01,4.987831525748499928e+01
2.950000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.755682556094566138e+01,-7.166790029459934885e+01,4.955351498511366515e+01
2.959999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.749491535314164281e+01,-7.170632653657892774e+01,4.922799524866087495e+01
2.970000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.742872013663746600e+01,-7.174866137896985663e+01,4.890175574893317645e+01
2.979999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.735947398683707377e+01,-7.179476723088224333e+01,4.857479605828823566e+01
2.990000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.728842673887657355e+01,-7.184450540465849144e+01,4.824711562828444045e+01
3.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.721682805766297264e+01,-7.189773682748354133e+01,4.791871379750273263e+01
3.010000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.714591224673456793e+01,-7.195432277873833016e+01,4.758958979950206469e+01
3.020000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.707688402507088909e+01,-7.201412564532500937e+01,4.725974277086887554e+01
3.030000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.701090546572617512e+01,-7.207700968631201022e+01,4.692917175932049645e+01
3.040000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.694908425291144027e+01,-7.214284179752986859e+01,4.659787573182293841e+01
3.050000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.689246337589854363e+01,-7.221149226621731998e+01,4.626585358268437176e+01
3.060000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.684201233982321355e+01,-7.228283550547730840e+01,4.593310414158737842e+01
3.070000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.679861993602327885e+01,-7.235675075816627100e+01,4.559962618152513869e+01
3.080000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.676308857879017467e+01,-7.243312275990412274e+01,4.526541842660963511e+01
3.089999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.673613018207198166e+01,-7.251184235115223942e+01,4.493047955972286900e+01
3.100000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.671836351937872678e+01,-7.259280702875400948e+01,4.459480822998576599e+01
3.109999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.671031298342653315e+01,-7.267592142794940457e+01,4.425840306002304914e+01
3.120000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.671240863932067811e+01,-7.276109772664545972e+01,4.392126265300628774e+01
3.129999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.672498744660166636e+01,-7.284825596462344777e+01,4.358338559946128044e+01
3.140000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.674829551142619266e+01,-7.293732427137059915e+01,4.324477048382979660e+01
3.149999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.678249122057120957e+01,-7.302823899730995549e+01,4.290541589077964346e+01
3.160000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.682764910376849343e+01,-7.312094474434643132e+01,4.256532041126054366e+01
3.169999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.688376426992950741e+01,-7.321539429281894229e+01,4.222448264830693176e+01
3.180000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.695075726584108367e+01,-7.331154842313254960e+01,4.188290122259179071e+01
3.189999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.702847921255698793e+01,-7.340937563151291556e+01,4.154057477773871909e+01
3.200000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.711671708456264440e+01,-7.350885174046446480e+01,4.119750198540189956e+01
3.209999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.721519900937938274e+01,-7.360995940560613349e+01,4.085368155012591984e+01
3.220000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.732359948008890171e+01,-7.371268752159399185e+01,4.050911221399945816e+01
3.229999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.744154438975862575e+01,-7.381703053080860855e+01,4.016379276111838692e+01
3.240000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.756861581438420927e+01,-7.392298763938093487e+01,3.981772202187528364e+01
3.250000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.770435648918588356e+01,-7.403056194595367856e+01,3.947089887709349654e+01
3.260000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.784827394136748779e+01,-7.413975948932137783e+01,3.912332226202475738e+01
3.270000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.799984426026315276e+01,-7.425058822176757189e+01,3.877499117023009489e+01
3.280000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.815851550268791215e+01,-7.436305691552325925e+01,3.842590465736424932e+01
3.290000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.832371074685514145e+01,-7.447717401031218287e+01,3.807606184488427203e+01
3.300000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.849483082206076290e+01,-7.459359346675718427e+01,3.772546192370313634e+01
3.310000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.862984913825770406e+01,-7.471298832400131573e+01,3.737409760814939830e+01
3.320000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.873095226368113941e+01,-7.483543691024621580e+01,3.702196839799333361e+01
3.330000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.879705889060736013e+01,-7.496101811782276059e+01,3.666907340848764818e+01
3.339999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.882787390768217506e+01,-7.508974959010382122e+01,3.631541199686624566e+01
3.350000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.882334535970471023e+01,-7.522159399401347457e+01,3.596098368361596442e+01
3.359999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.878369523491700477e+01,-7.535645762734695552e+01,3.560578816352768428e+01
3.370000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.870938025023411910e+01,-7.549419046277125744e+01,3.524982530710258288e+01
3.379999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.860106405037695509e+01,-7.563458647946431768e+01,3.489309516470022743e+01
3.390000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.845959076871788795e+01,-7.577738443772850019e+01,3.453559797169153001e+01
3.399999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.828596153063006824e+01,-7.592226908812703812e+01,3.417733415469984237e+01
3.410000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.808131378618296026e+01,-7.606887283190157234e+01,3.381830433876802999e+01
3.419999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.784690344295303532e+01,-7.621677784804002442e+01,3.345850935531577619e+01
3.430000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.758408963104850642e+01,-7.636551870295292588e+01,3.309795025074053854e+01
3.439999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.729432184634935510e+01,-7.651458545731986760e+01,3.273662829550902842e+01
3.450000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.697912914871324119e+01,-7.666342728172682541e+01,3.237454499357917825e+01
3.459999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.664011104601337365e+01,-7.681145658803104936e+01,3.201170209198633643e+01
3.470000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.627892967180149952e+01,-7.695805367683146869e+01,3.164810159042269788e+01
3.479999999999999982e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.589730286356243028e+01,-7.710257189284003232e+01,3.128374575063636343e+01
3.490000000000000213e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.549699776838600940e+01,-7.724434326921681304e+01,3.091863710547647770e+01
3.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.507982464108572174e+01,-7.738268462898068378e+01,3.055277846741444137e+01
3.510000000000000231e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.464763055326751129e+01,-7.751690409647559932e+01,3.018617293637839438e+01
3.520000000000000018e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.420229279688911106e+01,-7.764630795476548997e+01,2.981882390674946492e+01
3.530000000000000249e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.374571183821934284e+01,-7.777020776616635089e+01,2.945073507338369367e+01
3.540000000000000036e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.327980375319414463e+01,-7.788792765359504244e+01,2.908191043654297303e+01
3.550000000000000266e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.280649214815027648e+01,-7.799881162101080179e+01,2.871235430564144409e+01
3.560000000000000053e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.232769963598569518e+01,-7.810223077323669827e+01,2.834207130174004519e+01
3.570000000000000284e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.184533899240953048e+01,-7.819759028041676174e+01,2.797106635875053371e+01
3.580000000000000071e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.136130415614787381e+01,-7.828433592198662438e+01,2.759934472334040834e+01
3.589999999999999858e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.087746125773683303e+01,-7.836196004101445567e+01,2.722691195356083682e+01
3.600000000000000089e+00,2.500000000000000000e+01,1.000000000000000000e+00,-4.039563986210645652e+01,-7.843000674360325775e+01,2.685377391624962229e+01
3.609999999999999876e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.991762459038013588e+01,-7.848807619082074893e+01,2.647993678328960598e+01
3.620000000000000107e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.944514724784625770e+01,-7.853582785278261724e+01,2.610540702682836667e+01
3.629999999999999893e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.897987953147871565e+01,-7.857298262568953362e+01,2.573019141358698647e+01
3.640000000000000124e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.852342632706624670e+01,-7.859869901348581323e+01,2.535429699840297957e+01
3.649999999999999911e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.811261865865408538e+01,-7.861202262745443647e+01,2.497773628243083976e+01
3.660000000000000142e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.775154888497930017e+01,-7.861259759682153003e+01,2.460051801120620851e+01
3.669999999999999929e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.743742462119073622e+01,-7.860024017049576628e+01,2.422265025576206909e+01
3.680000000000000160e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.716813544979997630e+01,-7.857487158744744704e+01,2.384414133047046036e+01
3.689999999999999947e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.694073758068211788e+01,-7.853653420529555262e+01,2.346499955287158556e+01
3.700000000000000178e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.675212283767005061e+01,-7.848538082668603977e+01,2.308523328864708191e+01
3.709999999999999964e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.659911715919197661e+01,-7.842166801522367336e+01,2.270485092918233505e+01
3.720000000000000195e+00,2.500000000000000000e+01,1.000000000000000000e+00,-3.647868462483507557e+01,-7.834574645474468468e+01,2.232386088884672404e+01
