0,0,-0,-0,0,-2,-2,0.14,0,0,0,0,-0,0
1.8809e-05,2.306e-12,2.306e-12,2.306e-12,2.306e-12,-2,-2,0.14,-2.4325e-07,-2.39e-10,0.00014517,1.2779e-11,-1.2995e-08,-6.3611e-15
3.8609e-05,7.2869e-12,7.2869e-12,7.2869e-12,7.2869e-12,-2,-2,0.14,-5.3168e-07,-5.2619e-10,0.00029641,3.935e-11,-3.9828e-08,-6.3611e-15
7.8209e-05,2.2366e-11,2.2366e-11,2.2366e-11,2.2366e-11,-2,-2,0.14,-1.164e-06,-1.163e-09,0.00059576,1.1695e-10,-1.1759e-07,6.361e-15
0.00011781,4.7779e-11,4.7779e-11,4.7779e-11,4.7779e-11,-2,-2,0.14,-1.8915e-06,-1.91e-09,0.0008889,2.4021e-10,-2.3961e-07,-5.023e-19
0.00017824,1.0769e-10,1.0769e-10,1.0769e-10,1.0769e-10,-2,-2,0.14,-3.1216e-06,-3.2012e-09,0.0013246,5.0271e-10,-4.9491e-07,-3.1808e-14
0.00023867,1.9819e-10,1.9819e-10,1.9819e-10,1.9819e-10,-2,-2,0.14,-4.4424e-06,-4.621e-09,0.0017466,8.4252e-10,-8.1905e-07,-5.7256e-14
0.00031136,3.6642e-10,3.6642e-10,3.6642e-10,3.6642e-10,-2,-2,0.14,-6.0837e-06,-6.4297e-09,0.0022368,1.3371e-09,-1.2813e-06,-8.907e-14
0.00038405,6.3962e-10,6.3962e-10,6.3962e-10,6.3962e-10,-2,-2,0.14,-7.7365e-06,-8.298e-09,0.0027084,1.9126e-09,-1.8084e-06,-1.2089e-13
0.00049118,1.261e-09,1.261e-09,1.261e-09,1.261e-09,-2,-2,0.14,-1.0128e-05,-1.1083e-08,0.0033714,2.8868e-09,-2.6805e-06,-1.7818e-13
0.00059832,1.9829e-09,1.9829e-09,1.9829e-09,1.9829e-09,-2,-2,0.14,-1.2424e-05,-1.3851e-08,0.0039978,3.9942e-09,-3.6479e-06,-2.5457e-13
0.00065225,2.3018e-09,2.3018e-09,2.3018e-09,2.3018e-09,-2,-2,0.14,-1.3536e-05,-1.5226e-08,0.0042999,4.5976e-09,-4.1663e-06,-2.9914e-13
0.00070618,2.5669e-09,2.5669e-09,2.5669e-09,2.5669e-09,-2,-2,0.14,-1.4617e-05,-1.6585e-08,0.0045935,5.2297e-09,-4.7037e-06,-3.3099e-13
0.00097584,2.7554e-09,2.7554e-09,2.7554e-09,2.7554e-09,-2,-2,0.14,-1.9549e-05,-2.3085e-08,0.005944,8.7798e-09,-7.631e-06,-5.3492e-13
0.0014903,-4.7614e-11,-4.7614e-11,-4.7614e-11,-4.7614e-11,-2,-2,0.14001,-2.7014e-05,-3.4118e-08,0.0080489,1.7139e-08,-1.4098e-05,-1.0262e-12
0.002142,-2.9282e-08,-2.9282e-08,-2.9282e-08,-2.9282e-08,-2,-2,0.14001,-3.3582e-05,-4.5815e-08,0.01001,3.0242e-08,-2.3453e-05,-1.7746e-12
0.0027936,-2.0262e-07,-2.0262e-07,-2.0262e-07,-2.0262e-07,-2,-2,0.14002,-3.787e-05,-5.5485e-08,0.011389,4.5658e-08,-3.363e-05,-2.6533e-12
0.0034453,-7.0079e-07,-7.0079e-07,-7.0079e-07,-7.0079e-07,-2,-2,0.14003,-4.0634e-05,-6.3606e-08,0.012356,6.2978e-08,-4.4285e-05,-3.5548e-12
0.004097,-1.7646e-06,-1.7646e-06,-1.7646e-06,-1.7646e-06,-2,-2,0.14004,-4.2385e-05,-7.0528e-08,0.013032,8.1892e-08,-5.5209e-05,-4.4795e-12
0.0047487,-3.6884e-06,-3.6884e-06,-3.6884e-06,-3.6884e-06,-2,-2,0.14004,-4.346e-05,-7.65e-08,0.013501,1.0217e-07,-6.6272e-05,-5.377e-12
0.0054004,-6.8135e-06,-6.8135e-06,-6.8135e-06,-6.8135e-06,-2,-2,0.14005,-4.4087e-05,-8.171e-08,0.013823,1.2362e-07,-7.7398e-05,-6.2347e-12
0.0062571,-1.3396e-05,-1.3396e-05,-1.3396e-05,-1.3396e-05,-2,-2,0.14007,-4.4487e-05,-8.7634e-08,0.014097,1.5336e-07,-9.2045e-05,-7.3049e-12
0.0071139,-2.3682e-05,-2.3682e-05,-2.3682e-05,-2.3682e-05,-2,-2,0.14008,-4.4592e-05,-9.2703e-08,0.014254,1.8464e-07,-0.00010667,-8.2632e-12
0.0081896,-4.3454e-05,-4.3454e-05,-4.3454e-05,-4.3454e-05,-2,-2,0.14009,-4.4508e-05,-9.8113e-08,0.014353,2.2574e-07,-0.00012495,-9.3489e-12
0.0092653,-7.2957e-05,-7.2957e-05,-7.2957e-05,-7.2957e-05,-2,-2,0.14011,-4.431e-05,-1.0266e-07,0.014386,2.6859e-07,-0.00014313,-1.0316e-11
0.010612,-0.0001272,-0.0001272,-0.0001272,-0.0001272,-2,-2,0.14013,-4.4014e-05,-1.0739e-07,0.014377,3.2428e-07,-0.00016574,-1.1347e-11
0.011958,-0.00020523,-0.00020523,-0.00020523,-0.00020523,-2,-2,0.14015,-4.3718e-05,-1.1125e-07,0.014338,3.8186e-07,-0.0001882,-1.2223e-11
0.013644,-0.00034411,-0.00034411,-0.00034411,-0.00034411,-2,-2,0.14017,-4.3377e-05,-1.151e-07,0.014272,4.5614e-07,-0.00021613,-1.3163e-11
0.015331,-0.00053793,-0.00053793,-0.00053793,-0.00053793,-2,-2,0.14019,-4.3071e-05,-1.1808e-07,0.014197,5.3231e-07,-0.00024387,-1.3931e-11
0.017464,-0.00087689,-0.00087689,-0.00087689,-0.00087689,-2,-2,0.14023,-4.2723e-05,-1.2087e-07,0.014098,6.3066e-07,-0.0002787,-1.4714e-11
0.017984,-0.00097735,-0.00097735,-0.00097735,-0.00097735,-2,-2,0.14023,-4.2643e-05,-1.214e-07,0.014073,6.5489e-07,-0.00028714,-1.4891e-11
0.018503,-0.0010854,-0.0010854,-0.0010854,-0.0010854,-2,-2,0.14024,-4.2565e-05,-1.219e-07,0.014048,6.792e-07,-0.00029557,-1.5059e-11
0.018902,-0.0011735,-0.0011735,-0.0011735,-0.0011735,-2,-2,0.14025,-4.2506e-05,-1.2224e-07,0.01403,6.9791e-07,-0.00030202,-1.5172e-11
0.019103,-0.0012198,-0.0012198,-0.0012198,-0.0012198,-2,-2,0.14025,-4.2476e-05,-1.2241e-07,0.01402,7.074e-07,-0.00030529,-1.5237e-11
0.019305,-0.0012666,-0.0012666,-0.0012666,-0.0012666,-2,-2,0.14025,-4.2447e-05,-1.2257e-07,0.01401,7.1689e-07,-0.00030855,-1.5282e-11
0.019339,-0.0012745,-0.0012745,-0.0012745,-0.0012745,-2,-2,0.14025,-4.2442e-05,-1.226e-07,0.014009,7.1851e-07,-0.0003091,-1.529e-11
0.01936,-0.0012793,-0.0012793,-0.0012793,-0.0012793,-2,-2,0.14025,-4.2439e-05,-1.2261e-07,0.014008,7.1948e-07,-0.00030944,-1.5308e-11
0.019401,-0.0012889,-0.0012889,-0.0012888,-0.0012888,-2,-2,0.14025,-4.2433e-05,-1.2264e-07,0.014006,7.2142e-07,-0.0003101,-1.5323e-11
0.019566,-0.0013267,-0.0013267,-0.0013267,-0.0013267,-2,-2,0.14025,-4.2409e-05,-1.2277e-07,0.013998,7.2918e-07,-0.00031276,-1.5368e-11
0.020052,-0.0014368,-0.0014368,-0.0014368,-0.0014368,-2,-2,0.14026,-4.2339e-05,-1.2311e-07,0.013975,7.5215e-07,-0.00032061,-1.5495e-11
0.021047,-0.0016501,-0.0016501,-0.0016501,-0.0016501,-2,-2,0.14028,-4.2198e-05,-1.2372e-07,0.013928,7.9927e-07,-0.00033663,-1.5776e-11
0.022042,-0.0018435,-0.0018435,-0.0018434,-0.0018434,-2,-2,0.14029,-4.206e-05,-1.2422e-07,0.013881,8.4656e-07,-0.00035259,-1.6014e-11
0.023037,-0.0020132,-0.0020132,-0.0020131,-0.0020131,-2,-2,0.1403,-4.1923e-05,-1.2461e-07,0.013834,8.9399e-07,-0.0003685,-1.6227e-11
0.024032,-0.0021564,-0.0021564,-0.0021563,-0.0021563,-2,-2,0.14032,-4.1788e-05,-1.2492e-07,0.013787,9.4151e-07,-0.00038436,-1.6465e-11
0.024784,-0.0022461,-0.0022461,-0.0022459,-0.0022459,-2,-2,0.14033,-4.1687e-05,-1.2509e-07,0.013752,9.775e-07,-0.00039632,-1.6631e-11
